,Index,GEOID,Seed1,Seed2,Seed3
819,7377,4230058,0,28,28
820,7378,4230059,0,28,28
821,7379,4230060,0,28,28
822,7380,4230061,0,28,28
823,7381,4230063,0,28,28
824,7382,4230064,0,28,28
825,7383,4230065,0,28,28
826,7384,4230066,0,28,28
827,7385,4230070,0,28,28
828,7386,4230071,0,28,28
829,7387,4230072,0,28,28
830,7388,4230073,0,28,28
831,7389,4230074,0,28,28
832,7390,4230075,0,28,28
833,7391,4230076,0,28,28
834,7392,4230077,0,28,28
835,7393,4230078,0,28,28
836,7394,4230079,0,28,28
837,7395,4230080,0,28,28
838,7396,4230081,0,28,28
839,7397,4230082,0,28,28
840,3781,1830001,0,28,28
841,3782,1830002,0,28,28
842,3783,1830003,0,28,28
843,3784,1830004,0,28,28
844,3785,1830005,0,28,2
845,3786,1830006,0,28,2
846,3787,1830007,0,28,2
847,3788,1830008,0,28,28
848,3789,1830009,0,28,28
849,3790,1830010,0,28,28
850,3791,1830011,0,28,28
851,3792,1830012,0,28,28
852,3793,1830013,0,18,28
853,3794,1830014,0,28,28
854,3795,1830015,0,28,28
855,3796,1830016,0,28,28
856,3797,1830017,0,28,28
857,3798,1830018,0,28,28
858,3799,1830019,0,28,28
859,3800,1830020,0,28,28
860,3801,1830021,0,28,28
861,70,70001,26,25,32
862,71,70002,26,25,3
863,72,70003,26,25,3
864,73,70004,26,25,3
865,74,7001A,26,25,32
866,75,7004A,26,25,3
867,154,211003,26,13,3
868,158,212007,26,13,3
869,159,212008,26,13,3
870,163,213012,26,13,3
871,164,213013,26,13,3
872,165,213014,26,13,3
873,166,213015,26,13,3
874,167,213016,26,13,3
875,6367,3210002,26,25,17
876,6368,3210004,26,25,3
877,6369,3210005,26,21,17
878,6370,3210006,26,25,17
879,6371,3210007,26,25,3
880,6372,3210008,26,25,3
881,6373,3210009,26,21,3
882,6374,3210010,26,25,17
883,6375,3210012,26,25,3
884,6376,3210013,26,25,17
885,6377,321001A,26,25,3
886,6378,321001B,26,25,3
887,6379,321001C,26,25,3
888,6380,321001D,26,25,3
889,6381,321001E,26,25,3
890,6382,321001F,26,25,3
891,6383,321003A,26,25,3
892,6384,321003B,26,25,3
893,8621,4690001,26,25,3
894,8622,4690002,26,25,3
895,8623,4690003,26,25,3
896,8624,4690004,26,25,3
897,8625,4690005,26,25,3
898,8626,4690006,26,25,3
899,8627,4690007,26,25,3
900,8628,4690008,26,25,3
