,Index,GEOID,Seed1,Seed2,Seed3
768,7326,4230002,9,21,10
769,7327,4230003,9,21,10
770,7328,4230004,9,21,10
771,7329,4230005,9,21,10
772,7330,4230006,9,21,10
773,7331,4230007,9,21,10
774,7332,4230008,9,21,10
775,7333,4230009,9,21,10
776,7334,4230010,9,21,10
777,7335,4230011,9,21,10
778,7336,4230012,9,21,10
779,7337,4230013,9,21,10
780,7338,4230014,9,21,10
781,7339,4230015,9,21,10
782,7340,4230016,9,21,10
783,7341,4230017,9,21,12
784,7342,4230018,9,21,10
785,7343,4230019,9,21,10
786,7344,4230020,9,21,10
787,7345,4230021,9,21,10
788,7346,4230022,9,21,10
789,7347,4230023,9,21,10
790,7348,4230025,9,21,10
791,7349,4230026,9,21,10
792,7350,4230027,9,21,10
793,7351,4230028,9,21,10
794,7352,4230029,9,23,10
795,7353,4230030,9,21,10
796,7354,4230031,9,21,10
797,7355,4230032,9,21,10
798,7356,4230034,9,21,10
799,7357,4230035,9,21,10
800,7358,4230036,9,21,10
801,7359,4230037,9,21,10
802,7360,4230038,9,21,10
803,7361,4230039,9,21,10
804,7362,4230040,9,21,10
805,7363,4230041,9,21,10
806,7364,4230042,9,21,10
807,7365,4230043,9,21,10
808,7366,4230044,9,21,10
809,7367,4230045,9,21,10
810,7368,4230046,9,21,10
811,7369,4230047,9,21,10
812,7370,4230048,9,21,10
813,7371,4230049,9,21,10
814,7372,4230050,9,21,10
815,7373,4230052,9,21,10
816,7374,4230054,9,21,10
817,7375,4230055,9,21,10
818,7376,4230056,9,21,10
819,7377,4230058,9,21,10
820,7378,4230059,9,21,10
821,7379,4230060,9,21,10
822,7380,4230061,9,21,10
823,7381,4230063,9,21,10
824,7382,4230064,9,21,10
825,7383,4230065,9,21,10
826,7384,4230066,9,21,10
827,7385,4230070,9,21,10
828,7386,4230071,9,21,10
829,7387,4230072,9,21,10
830,7388,4230073,9,21,10
831,7389,4230074,9,21,10
832,7390,4230075,9,21,10
833,7391,4230076,9,21,10
834,7392,4230077,9,21,10
835,7393,4230078,9,21,10
836,7394,4230079,9,21,10
837,7395,4230080,9,21,10
838,7396,4230081,9,21,10
839,7397,4230082,9,21,10
840,3781,1830001,9,21,10
841,3782,1830002,9,21,10
842,3783,1830003,9,21,5
843,3784,1830004,9,21,5
844,3785,1830005,9,21,10
845,3786,1830006,9,21,10
846,3787,1830007,9,21,10
847,3788,1830008,9,21,10
848,3789,1830009,9,21,10
849,3790,1830010,9,21,10
850,3791,1830011,9,21,10
851,3792,1830012,9,21,10
852,3793,1830013,9,21,10
853,3794,1830014,9,21,10
854,3795,1830015,9,21,5
855,3796,1830016,9,21,5
856,3797,1830017,9,21,5
857,3798,1830018,9,21,10
858,3799,1830019,9,21,5
859,3800,1830020,9,21,10
860,3801,1830021,9,21,5
861,70,70001,1,35,33
862,71,70002,1,35,33
863,72,70003,1,35,33
864,73,70004,1,35,33
865,74,7001A,1,35,33
866,75,7004A,1,35,33
867,154,211003,35,9,31
868,158,212007,35,24,31
869,159,212008,35,24,20
870,163,213012,35,24,31
871,164,213013,35,24,31
872,165,213014,35,24,31
873,166,213015,35,24,31
874,167,213016,35,0,31
875,6367,3210002,35,35,1
876,6368,3210004,35,35,31
877,6369,3210005,35,22,1
878,6370,3210006,35,35,1
879,6371,3210007,35,35,31
880,6372,3210008,35,35,31
881,6373,3210009,35,22,1
882,6374,3210010,35,35,1
883,6375,3210012,35,35,31
884,6376,3210013,35,22,1
885,6377,321001A,35,35,1
886,6378,321001B,35,35,31
887,6379,321001C,35,35,31
